"VESSEL","HAUL","CRUISE","HAUL_DATE","LAT","LON","VESSEL_TYPE","DUR","FISHING_DEPTH_FATHOMS","BOTTOM_DEPTH_FATHOMS","OFFICIAL_TOTAL_CATCH","POLLWT","POLLNO","SABLWT","SABLNO","HERRWT","HERRNO","CHIN","CHUM","DEPLOYMENT_DATE","DEPLOYMENT_LATITUDE","DEPLOYMENT_LONGITUDE_CONVERTED","CDQ_CODE","NMFS_AREA","PERFORMANCE"
"A282",80,24733,2021-02-23,55.818335,-163.439165,1,10,38,48,197.85,182194.43,251585,NA,NA,NA,NA,NA,NA,2021-02-23 04:50:00,5549,16325,NA,509,1
"A282",91,24733,2021-02-27,55.565835,-164.075,1,21.25,39,49,157.66,137219.31,202961,NA,NA,NA,NA,NA,NA,2021-02-27 00:15:00,5534,16359,NA,509,5
"A225",14,24750,2021-02-21,55.3825,-164.68333,1,6.45833333333333,42,55,95.07,91943.56,158533,NA,NA,0.83,4,NA,NA,2021-02-21 00:50:00,5521,16439,"C51",509,1
"A282",11,24733,2021-01-28,55.624165,-165.17,1,10,48,58,96.28,95875.87,259130,NA,NA,0.79,3,16,NA,2021-01-28 09:55:00,5536,16504,"C54",517,1
"A115",57,24712,2021-02-08,56.0875,-163.34333,1,7.08333333333333,30,46,191.37,185012.77,243436,NA,NA,NA,NA,NA,NA,2021-02-08 20:25:00,5603,16319,NA,509,1
"A115",94,24712,2021-02-16,56.78583,-162.71333,1,8.25,22,34,194.62,192990.28,238266,NA,NA,NA,NA,NA,NA,2021-02-16 15:27:00,5645,16239,NA,516,1
"78139",7,24603,2021-02-03,55.166665,-164.591665,3,11.875,40,51,175,174252.87,224138,NA,NA,NA,NA,NA,NA,2021-02-03 02:45:00,5511,16433,NA,509,1
"78139",11,24603,2021-02-06,55.466665,-164.183335,3,12.7083333333333,43,53,100,90436.59,127339,NA,NA,NA,NA,NA,NA,2021-02-06 15:15:00,5526,16406,NA,509,1
"A091",14,24734,2021-01-27,55.66917,-164.9175,1,5.41666666666667,40,52,117.47,115160.03,185737,NA,NA,NA,NA,9,NA,2021-01-27 21:20:00,5543,16457,NA,509,1
"A136",22,24710,2021-01-31,56.03917,-163.620835,1,9.83333333333333,34,47,151.18,148516.05,176804,NA,NA,NA,NA,4,NA,2021-01-31 07:43:00,5604,16335,"C56",509,1
"A136",24,24710,2021-02-01,56.05083,-163.903335,1,10.7083333333333,34,47,147.05,143202.93,172532,NA,NA,NA,NA,NA,NA,2021-01-31 19:58:00,5602,16351,"C56",509,1
"A136",36,24710,2021-02-06,55.23167,-164.5275,1,16.375,36,48,102.56,90026.65,112351,NA,NA,NA,NA,NA,NA,2021-02-06 06:58:00,5513,16418,NA,509,1
"A136",83,24710,2021-02-22,55.83417,-163.155,1,11.1666666666667,32,44,122.9,113309.23,149417,NA,NA,NA,NA,5,NA,2021-02-22 13:20:00,5555,16305,NA,509,1
"A136",93,24710,2021-02-25,55.868335,-164.105835,1,9.95833333333333,36,48,136.03,131540.55,212166,NA,NA,NA,NA,NA,NA,2021-02-25 00:32:00,5550,16406,"C55",509,1
"A115",108,24712,2021-02-22,55.9225,-163.078335,1,7.54166666666667,28,44,184.76,182380.62,249835,NA,NA,NA,NA,NA,NA,2021-02-22 08:23:00,5556,16259,NA,509,1
"A115",111,24712,2021-02-23,55.74583,-163.32167,1,10.3333333333333,31,43,194.84,184961.27,246614,NA,NA,NA,NA,NA,NA,2021-02-22 23:40:00,5544,16314,NA,509,1
"A074",39,24767,2021-02-08,56.1125,-163.2525,1,6,33,44,128.54,124592.58,159742,NA,NA,NA,NA,NA,NA,2021-02-08 19:37:00,5606,16308,NA,509,1
"A327",15,24635,2021-02-09,55.1325,-165.075835,3,3.95833333333333,47,61,90.7,90700,97844,NA,NA,NA,NA,NA,NA,2021-02-09 17:20:00,5505,16503,NA,517,1
"A574",19,24638,2021-02-17,55.391665,-164.208335,3,14.2916666666667,32,55,155,147914.62,235399,NA,NA,NA,NA,NA,NA,2021-02-16 23:56:00,5524,16412,NA,509,1
"A574",20,24638,2021-02-22,55.90833,-163.058335,3,25.5833333333333,36,47,140,135258.91,175094,NA,NA,NA,NA,NA,NA,2021-02-21 20:52:00,5556,16310,NA,516,1
"A317",8,24703,2021-02-07,55.12833,-164.818335,3,11.7083333333333,46,56,150,150000,172541,NA,NA,NA,NA,NA,NA,2021-02-07 15:31:00,5506,16453,NA,509,1
"A039",22,24697,2021-02-01,55.45,-164.308335,2,2.625,45,55,66.55,65552.59,91049,NA,NA,NA,NA,NA,NA,2021-02-01 16:36:00,5529,16418,NA,509,1
"A069",26,24730,2021-01-31,55.890835,-164.415835,1,4,40,48,103.17,101699.68,128732,NA,NA,NA,NA,NA,NA,2021-01-31 05:46:00,5551,16428,"C52",509,1
"A054",73,24706,2021-02-21,55.908335,-162.691665,1,10.7083333333333,30,40,100.36,93998.68,121875,NA,NA,NA,NA,NA,NA,2021-02-21 04:58:00,5554,16242,NA,516,1
"A069",83,24730,2021-02-19,55.3025,-164.3225,1,2.91666666666667,43,51,123.86,117383.74,146747,NA,NA,NA,NA,NA,NA,2021-02-19 04:53:00,5516,16421,NA,509,1
"A054",13,24706,2021-01-31,55.908335,-164.541665,1,4.16666666666667,36,48,103.79,102847.06,140885,NA,NA,NA,NA,5,NA,2021-01-31 13:45:00,5557,16429,"C52",509,1
"A254",9,24602,2021-02-07,55.61667,-163.91417,3,12.0833333333333,38,50,90,89431.1,114918,NA,NA,NA,NA,NA,NA,2021-02-07 07:25:00,5538,16352,NA,509,1
"A105",5,24761,2021-02-24,55.821665,-163.553335,1,4.375,38,48,65.71,63393.36,80249,NA,NA,NA,NA,NA,NA,2021-02-24 09:00:00,5547,16335,NA,509,1
"A291",50,24753,2021-02-05,55.341665,-164.70833,2,10.4166666666667,46,56,56,54369.99,82371,NA,NA,NA,NA,NA,NA,2021-02-05 00:20:00,5520,16438,NA,509,1
"A291",108,24753,2021-02-14,56.27,-162.405835,2,5.20833333333333,29,39,49.88,47866.45,66487,NA,NA,NA,NA,NA,NA,2021-02-14 06:30:00,5614,16230,NA,516,1
"A080",15,24719,2021-01-28,55.59167,-165.03083,1,13,46,54,54.15,51921.3,108165,NA,NA,0.55,4,11,NA,2021-01-28 16:25:00,5537,16517,NA,509,2
"A080",23,24719,2021-02-01,55.954165,-164.7575,1,18.7916666666667,40,49,127.36,123184.49,175976,NA,NA,NA,NA,NA,NA,2021-02-01 02:29:00,5552,16438,NA,509,1
"A255",32,24756,2021-02-03,55.4,-164.35,2,4.91666666666667,45,55,57.15,56635.85,83276,NA,NA,NA,NA,NA,NA,2021-02-03 13:40:00,5525,16411,NA,509,1
"A255",50,24756,2021-02-05,55.525,-164.075,2,3.70833333333333,36,51,61.21,59822.5,80848,NA,NA,NA,NA,NA,NA,2021-02-05 20:29:00,5531,16405,NA,509,1
"A167",3,24615,2021-02-19,55.291665,-164.61667,3,10.625,53,55,68.04,61226.96,132040,NA,NA,NA,NA,NA,NA,2021-02-19 17:45:00,5518,16434,NA,509,1
"A282",36,24733,2021-02-04,55.345,-164.708335,1,4.16666666666667,45,55,137.82,136498.88,243747,NA,NA,NA,NA,15,NA,2021-02-04 14:10:00,5523,16445,"C54",509,1
"A045",16,24751,2021-01-30,55.87917,-164.27333,1,6.04166666666667,36,50,91.14,89882.71,116724,NA,NA,NA,NA,NA,NA,2021-01-30 17:50:00,5553,16418,NA,509,1
"A041",5,24714,2021-01-26,55.455835,-164.59,1,4.375,41,53,140.24,138267.82,192034,1.88,6,NA,NA,NA,NA,2021-01-26 01:10:00,5528,16436,"C53",509,1
"A091",28,24734,2021-02-01,55.980835,-164.794165,1,9.08333333333333,37,49,152.01,148517.5,204833,NA,NA,NA,NA,3,NA,2021-02-01 06:22:00,5601,16443,"C51",509,1
"A041",36,24714,2021-02-04,55.33167,-164.74833,1,5.41666666666667,40,54,180.09,178231.92,270050,NA,NA,NA,NA,NA,NA,2021-02-04 20:50:00,5518,16444,NA,509,1
"A115",103,24712,2021-02-21,56.269165,-162.936665,1,4.125,28,42,22.39,19692.34,25664,NA,NA,NA,NA,NA,NA,2021-02-21 10:11:00,5616,16253,NA,516,1
"A074",8,24767,2021-01-28,55.793335,-165.21417,1,7.66666666666667,40,50,133.91,133126.11,192937,NA,NA,NA,NA,6,NA,2021-01-28 10:20:00,5553,16514,NA,517,1
"A262",56,24700,2021-02-09,56.275,-163.358335,1,3.54166666666667,32,44,186.41,185149.84,250201,NA,NA,NA,NA,NA,NA,2021-02-09 15:10:00,5618,16318,"C53",509,1
"A262",60,24700,2021-02-13,56.225,-162.183335,1,5.20833333333333,30,40,176.15,164436.68,208157,NA,NA,NA,NA,NA,NA,2021-02-13 15:25:00,5610,16213,NA,516,1
"A262",100,24700,2021-02-27,56.025,-164.633335,1,12.9166666666667,38,48,186.32,180218.93,261190,NA,NA,NA,NA,NA,NA,2021-02-27 02:45:00,5601,16440,NA,509,1
"A574",13,24638,2021-02-06,55.3,-164.35833,3,30.0416666666667,42,56,180,166964.06,211956,NA,NA,NA,NA,NA,NA,2021-02-05 19:10:00,5521,16411,NA,509,1
"A327",4,24635,2021-01-21,55.208335,-164.291665,3,2.29166666666667,27,41,36.6,29086.09,27955,NA,NA,NA,NA,NA,NA,2021-01-21 16:30:00,5513,16415,NA,509,1
"A317",13,24703,2021-02-16,55.37167,-164.15,3,12.5,41,51,180,177444.9,313336,NA,NA,NA,NA,NA,NA,2021-02-16 11:52:00,5522,16404,NA,509,1
"A115",43,24712,2021-02-03,55.6925,-164.006665,1,12.2916666666667,34,48,151.3,145591.47,181975,NA,NA,NA,NA,4,NA,2021-02-02 19:40:00,5540,16356,NA,509,2
"A115",36,24712,2021-02-01,55.8825,-164.814165,1,10.3333333333333,31,49,183.97,181317.39,262776,NA,NA,NA,NA,4,NA,2021-02-01 04:50:00,5552,16448,NA,509,1
"A039",8,24697,2021-01-27,55.248335,-164.666665,2,12.625,42,52,66.62,66553.12,107352,NA,NA,NA,NA,3,NA,2021-01-27 04:39:00,5520,16449,NA,509,1
"A054",30,24706,2021-02-05,55.566665,-164.941665,1,7,43,55,119.39,116905.72,172074,NA,NA,NA,NA,NA,NA,2021-02-04 22:40:00,5533,16453,NA,517,1
"A069",11,24730,2021-01-27,55.7475,-164.939165,1,7.04166666666667,44,52,104.09,101790.79,147574,NA,NA,NA,NA,3,NA,2021-01-27 18:51:00,5549,16501,NA,509,1
"A069",54,24730,2021-02-09,56.066665,-163.53583,1,3.16666666666667,36,46,107.39,103304.34,139599,NA,NA,NA,NA,NA,NA,2021-02-09 04:10:00,5602,16336,NA,509,1
"A054",66,24706,2021-02-19,55.3,-164.35,1,3.125,39,50,135.12,126742.9,166822,NA,NA,NA,NA,NA,NA,2021-02-19 05:10:00,5516,16424,NA,509,1
"A069",78,24730,2021-02-17,55.56417,-164.225,1,2.875,40,50,113.37,109830.45,139029,NA,NA,NA,NA,NA,NA,2021-02-17 21:37:00,5531,16415,NA,509,1
"A105",10,24761,2021-02-25,55.4,-163.846385,1,3.33333333333333,34,48,95.41,91294.97,121336,NA,NA,NA,NA,NA,NA,2021-02-25 21:20:00,5522,16355,NA,509,1
"A291",44,24753,2021-02-04,55.515835,-164.64083,2,12.2916666666667,43,53,58.87,56509.79,86921,NA,NA,NA,NA,NA,NA,2021-02-04 03:15:00,5533,16435,NA,509,1
"A291",117,24753,2021-02-15,56.256665,-162.7325,2,9.79166666666667,30,40,52.13,50939.43,63675,NA,NA,NA,NA,NA,NA,2021-02-15 14:54:00,5614,16237,NA,516,1
"A291",32,24753,2021-02-02,55.66833,-164.29,2,8.75,40,50,54.96,52934.57,74188,NA,NA,NA,NA,NA,NA,2021-02-02 19:55:00,5540,16422,NA,509,1
"A255",27,24756,2021-02-02,55.666665,-164.258335,2,6.25,42,52,59.8,59146.65,79921,NA,NA,NA,NA,6,NA,2021-02-02 18:30:00,5539,16418,NA,509,1
"A255",33,24756,2021-02-03,55.425,-164.291665,2,7.08333333333333,43,53,58.89,57932.01,82774,NA,NA,NA,NA,NA,NA,2021-02-03 13:18:00,5529,16411,NA,509,1
"A255",127,24756,2021-02-20,55.766665,-164.783335,2,5.54166666666667,44,52,55.88,55668.51,99398,NA,NA,NA,NA,NA,NA,2021-02-20 09:43:00,5545,16452,NA,509,1
"A255",72,24756,2021-02-11,56.041665,-162.95,2,4.79166666666667,35,45,58.46,57634.9,74854,NA,NA,NA,NA,NA,NA,2021-02-11 14:55:00,5602,16303,NA,516,1
"A255",153,24756,2021-02-26,55.75,-164.45,2,12.625,41,51,56.61,53996.94,83511,NA,NA,NA,NA,NA,NA,2021-02-25 19:38:00,5549,16417,NA,509,1
"A255",90,24756,2021-02-16,55.45,-163.733335,2,7.5,34,44,59.51,57871.1,77887,NA,NA,NA,NA,NA,NA,2021-02-15 23:00:00,5528,16342,NA,509,1
"A255",114,24756,2021-02-18,55.45,-164.241665,2,6.33333333333333,38,54,58.82,46818.09,92578,NA,NA,NA,NA,6,NA,2021-02-18 13:40:00,5526,16415,NA,509,1
"A282",26,24733,2021-02-02,56.133335,-164.143335,1,5.41666666666667,36,46,166.54,161504.66,194592,NA,NA,NA,NA,NA,NA,2021-02-02 04:45:00,5607,16408,"C54",509,1
"A282",34,24733,2021-02-04,55.5125,-164.603335,1,8.54166666666667,42,53,108.7,102486.04,150168,NA,NA,NA,NA,NA,NA,2021-02-04 05:55:00,5528,16436,NA,509,1
"A255",117,24756,2021-02-19,55.683335,-164.68333,2,1.83333333333333,40,53,61.52,61057.5,85988,NA,NA,NA,NA,5,NA,2021-02-19 11:31:00,5542,16441,NA,509,1
"A045",36,24751,2021-02-05,55.63167,-164.898335,1,10.4166666666667,46,56,91.8,85537.89,118948,NA,NA,NA,NA,3,NA,2021-02-04 20:20:00,5541,16449,"C51",509,1
"A045",78,24751,2021-02-20,55.525,-164.466665,1,5.41666666666667,39,53,19.55,18235.84,25633,NA,NA,NA,NA,2,NA,2021-02-20 19:50:00,5531,16425,"C51",509,1
"A041",66,24714,2021-02-20,56.46583,-162.9825,1,6.04166666666667,31,41,136.71,134803.41,182167,NA,NA,NA,NA,NA,NA,2021-02-20 09:45:00,5627,16251,NA,509,1
"A136",14,24710,2021-01-29,55.585835,-163.828335,1,9.45833333333333,35,46,137.85,132980.65,162163,NA,NA,NA,NA,8,NA,2021-01-29 02:54:00,5532,16347,"C53",509,1
"A136",32,24710,2021-02-03,55.7025,-164.099165,1,10.25,35,48,125.59,118853.85,165119,NA,NA,NA,NA,11,NA,2021-02-03 00:11:00,5541,16404,NA,509,1
"A136",51,24710,2021-02-10,56.181665,-163.753335,1,6.83333333333333,33,45,138.3,133898.13,183423,NA,NA,NA,NA,4,NA,2021-02-10 03:01:00,5608,16342,NA,509,1
"A115",112,24712,2021-02-23,55.77167,-163.42333,1,6.33333333333333,30,45,191.31,172271.46,226677,NA,NA,NA,NA,NA,NA,2021-02-23 04:28:00,5544,16324,NA,509,1
"A115",135,24712,2021-02-28,55.795835,-163.165,1,7.91666666666667,27,41,181.84,179216.35,238951,NA,NA,NA,NA,NA,NA,2021-02-28 06:32:00,5542,16313,NA,509,1
"A382",3,24766,2021-02-18,55.264165,-164.224025,3,4.75,35,46,123,121670.27,147600,NA,NA,NA,NA,NA,NA,2021-02-18 15:08:00,5517,16408,NA,509,1
"A262",26,24700,2021-02-02,55.491665,-164.14167,1,7.08333333333333,35,50,160.35,157795.58,213236,NA,NA,NA,NA,NA,NA,2021-02-02 01:35:00,5529,16407,NA,509,1
"A115",48,24712,2021-02-03,55.535835,-164.6175,1,9.58333333333333,34,52,156.11,152932.19,221641,NA,NA,NA,NA,NA,NA,2021-02-03 17:35:00,5531,16435,NA,509,1
"A115",8,24712,2021-01-25,55.419165,-164.485,1,4.58333333333333,38,52,168.34,164994.88,211533,NA,NA,NA,NA,NA,NA,2021-01-25 20:40:00,5522,16424,NA,509,1
"A041",79,24714,2021-02-26,55.57333,-163.900835,1,7.70833333333333,38,48,156.47,151657.59,224736,NA,NA,1.6,6,11,NA,2021-02-26 17:15:00,5533,16357,NA,509,1
"A054",37,24706,2021-02-07,55.74167,-163.683335,1,7.08333333333333,36,48,134.68,132567.95,181599,NA,NA,NA,NA,NA,NA,2021-02-07 02:28:00,5546,16339,NA,509,1
"A069",12,24730,2021-01-28,55.623335,-164.9675,1,12.5416666666667,44,53,91.74,88469.25,122910,NA,NA,NA,NA,NA,NA,2021-01-27 23:04:00,5540,16456,NA,509,1
"A054",69,24706,2021-02-20,55.441665,-164.341665,1,10.1666666666667,40,52,92.39,87863.95,212564,NA,NA,NA,NA,8,NA,2021-02-19 20:38:00,5529,16420,NA,509,1
"A054",55,24706,2021-02-16,55.375,-164.033335,1,4.125,36,47,126.99,120898.66,151418,0.61,4,NA,NA,NA,NA,2021-02-16 07:41:00,5523,16358,NA,509,1
"A054",83,24706,2021-02-23,55.71667,-163.666665,1,6.25,38,48,107.88,100497.44,159274,NA,NA,NA,NA,NA,NA,2021-02-23 14:30:00,5543,16345,"C52",509,1
"A069",103,24730,2021-02-26,55.36,-164.12417,1,10.5416666666667,41,49,118.21,110872.41,140345,NA,NA,NA,NA,NA,NA,2021-02-26 09:15:00,5523,16404,NA,509,1
"A105",15,24761,2021-02-27,55.524165,-164.07333,1,15.8333333333333,39,53,90.31,84094.36,118911,NA,NA,NA,NA,NA,NA,2021-02-27 05:40:00,5528,16417,NA,509,1
"A102",9,24772,2021-02-27,56.0175,-165.10667,3,20.9583333333333,36,50,140,138827.15,258506,NA,NA,NA,NA,NA,NA,2021-02-27 02:57:00,5559,16501,NA,517,1
"A080",44,24719,2021-02-14,56.22083,-162.40583,1,7.83333333333333,30,38,148.83,144269.07,194961,NA,NA,NA,NA,NA,NA,2021-02-14 01:20:00,5613,16223,NA,516,2
"A291",147,24753,2021-02-25,55.8075,-163.94083,2,12.6666666666667,38,48,55.88,52485.8,90184,NA,NA,NA,NA,NA,NA,2021-02-24 19:54:00,5550,16352,NA,509,1
"A255",12,24756,2021-02-01,55.333335,-164.225,2,13.875,30,40,54.29,51852.07,70067,NA,NA,NA,NA,NA,NA,2021-01-31 19:37:00,5518,16401,NA,509,1
"A045",12,24751,2021-01-29,55.751665,-163.97333,1,10.8333333333333,36,50,90.48,88112.39,114429,NA,NA,NA,NA,NA,NA,2021-01-29 15:30:00,5543,16354,NA,509,1
"A359",6,24636,2021-01-24,55.40778,-164.120275,3,7.16666666666667,39,53,130,130000,149118,NA,NA,NA,NA,NA,NA,2021-01-24 10:22:00,5527,16402,NA,509,1
"A013",4,24619,2021-02-21,55.329445,-164.583335,3,13.75,44,54,95.26,95260,188404,NA,NA,NA,NA,NA,NA,2021-02-20 22:00:00,5521,16435,NA,509,1
"A041",47,24714,2021-02-14,56.548335,-163.1225,1,11.25,31,42,145.53,139576.77,211466,NA,NA,NA,NA,NA,NA,2021-02-13 20:30:00,5632,16310,NA,509,1
"78139",13,24603,2021-02-07,55.83333,-163.758335,3,15.8333333333333,41,51,160,152229.14,209714,NA,NA,NA,NA,NA,NA,2021-02-07 12:35:00,5547,16349,NA,509,1
"A039",83,24769,2021-02-19,55.20833,-164.533335,2,9.45833333333333,45,55,62.29,58303.09,77737,NA,NA,NA,NA,NA,NA,2021-02-19 05:47:00,5514,16434,NA,509,1
"A115",110,24712,2021-02-22,55.7425,-163.231665,1,5.91666666666667,33,43,172.16,167075.36,214201,NA,NA,NA,NA,NA,NA,2021-02-22 17:06:00,5544,16308,NA,509,2
"A074",16,24767,2021-01-31,56.02,-163.67,1,8.75,36,46,155.7,152094.57,161801,NA,NA,NA,NA,NA,NA,2021-01-31 05:20:00,5602,16342,"C56",509,1
"A095",4,24630,2021-01-22,55.208335,-164.375,3,9.54166666666667,43,51,120,118971.85,105753,NA,NA,NA,NA,NA,NA,2021-01-22 05:33:00,5510,16432,NA,509,1
"A382",2,24766,2021-02-08,55.22639,-164.762915,3,5.04166666666667,50,59,132,132000,306211,NA,NA,NA,NA,NA,NA,2021-02-08 14:02:00,5513,16443,NA,509,1
"A327",14,24635,2021-02-09,55.135,-165.005,3,7.5,46,60,104.3,102998.06,116813,NA,NA,NA,NA,NA,NA,2021-02-09 12:15:00,5508,16459,NA,517,1
"A262",21,24700,2021-01-31,55.308335,-164.558335,1,10.2083333333333,37,54,124.8,106202.29,138814,NA,NA,NA,NA,NA,NA,2021-01-31 18:15:00,5516,16442,"C55",509,1
"A262",66,24700,2021-02-15,56.225,-162.6,1,8.75,30,38,159.75,153913.76,205219,NA,NA,NA,NA,NA,NA,2021-02-15 06:55:00,5614,16232,NA,516,1
"A317",17,24703,2021-02-23,56.4525,-168.35917,3,17.375,56,68,200,198111.3,277234,NA,NA,1888.7,7420,NA,NA,2021-02-22 18:19:00,5629,16813,NA,517,1
"A115",47,24712,2021-02-03,55.561665,-164.52,1,8.08333333333333,35,51,186.32,185060.23,268200,NA,NA,NA,NA,NA,NA,2021-02-03 13:30:00,5535,16429,NA,509,2
"A054",27,24706,2021-02-04,55.533335,-164.683335,1,4.875,40,52,125.79,122182.88,210675,NA,NA,NA,NA,NA,NA,2021-02-04 04:02:00,5536,16443,NA,509,1
"A254",28,24602,2021-02-25,55.86083,-164.02,3,14.8333333333333,37,49,125,118421.05,180921,NA,NA,NA,NA,NA,NA,2021-02-24 23:42:00,5553,16352,NA,509,1
"A054",15,24706,2021-02-01,55.933335,-164.508335,1,6.125,37,49,120.29,117851.17,161440,NA,NA,NA,NA,NA,NA,2021-02-01 01:03:00,5551,16439,"C52",509,1
"A080",38,24719,2021-02-12,56.1125,-162.72083,1,10.375,31,41,133.26,131715.41,182941,NA,NA,NA,NA,NA,NA,2021-02-12 12:47:00,5606,16253,"C55",516,1
"A291",97,24753,2021-02-13,56.3025,-162.655,2,19.1666666666667,31,42,48.7,46383.73,59836,NA,NA,NA,NA,NA,NA,2021-02-12 16:35:00,5612,16256,NA,516,1
"A255",151,24756,2021-02-25,55.733335,-164.325,2,2.08333333333333,38,51,61.1,59459.47,100734,NA,NA,NA,NA,NA,NA,2021-02-25 16:06:00,5543,16420,NA,509,1
"A255",167,24756,2021-02-27,56.116665,-164.783335,2,12.3333333333333,40,50,57.77,56609,94343,NA,NA,NA,NA,NA,NA,2021-02-27 17:46:00,5606,16440,NA,509,1
"A167",8,24615,2021-02-27,55.45,-164.068335,3,4.16666666666667,48,50,13.6,9531.85,19090,NA,NA,NA,NA,NA,NA,2021-02-27 05:30:00,5524,16403,NA,509,1
"A282",64,24733,2021-02-15,56.124165,-162.586665,1,12.2916666666667,30,40,50.23,47123.14,63519,NA,NA,NA,NA,NA,NA,2021-02-15 12:50:00,5609,16230,"C54",516,2
"A255",7,24756,2021-01-30,55.343195,-164.083055,2,2.79166666666667,34,47,45.62,42026.12,54297,NA,NA,NA,NA,NA,NA,2021-01-30 19:37:00,5518,16404,NA,509,1
"A225",28,24750,2021-02-25,55.46333,-163.73083,1,5.41666666666667,33,43,83.03,79408.96,99256,NA,NA,NA,NA,NA,NA,2021-02-25 04:20:00,5526,16344,NA,509,1
"A045",84,24751,2021-02-22,55.475,-164.844165,1,13.125,40,55,95.37,88914.62,150695,NA,NA,NA,NA,NA,NA,2021-02-22 03:00:00,5527,16448,NA,509,1
"A091",73,24734,2021-02-17,55.569165,-164.228335,1,6.95833333333333,40,51,132.44,127033.5,204896,NA,NA,NA,NA,NA,NA,2021-02-17 18:49:00,5530,16414,"C51",509,1
"A091",83,24734,2021-02-20,55.391665,-164.254165,1,12.25,40,52,95.19,82601.5,122077,NA,NA,NA,NA,NA,NA,2021-02-19 22:46:00,5528,16423,"C51",509,1
"A136",68,24710,2021-02-19,55.421665,-163.9825,1,6.625,34,47,116.78,107778.23,136437,NA,NA,NA,NA,NA,NA,2021-02-18 22:16:00,5528,16354,NA,509,1
"A136",73,24710,2021-02-20,56.491665,-163.073335,1,4.25,30,42,135.91,130679.56,197993,NA,NA,NA,NA,NA,NA,2021-02-20 05:18:00,5629,16310,NA,516,1
"A074",54,24767,2021-02-12,56.21,-162.570835,1,2.04166666666667,27,39,184.02,181977.93,224660,NA,NA,NA,NA,NA,NA,2021-02-12 10:00:00,5611,16236,"C55",516,1
"A095",5,24630,2021-01-30,55.383335,-163.908335,3,3.5,37,45,75,74212.89,76837,NA,NA,NA,NA,NA,NA,2021-01-30 12:38:00,5524,16351,NA,509,1
"A074",80,24767,2021-02-21,56.3725,-163.1525,1,2.95833333333333,33,43,2.8,2655.12,3588,NA,NA,NA,NA,NA,NA,2021-02-20 23:36:00,5622,16305,NA,509,1
"A574",9,24638,2021-02-04,55.24167,-164.35833,3,4.79166666666667,39,49,35,21875,26802,NA,NA,NA,NA,NA,NA,2021-02-04 12:25:00,5513,16432,NA,509,1
"A115",29,24712,2021-01-30,55.8275,-164.405,1,6.04166666666667,38,50,188.88,184941.87,246596,NA,NA,NA,NA,NA,NA,2021-01-30 20:00:00,5548,16425,NA,509,1
"A115",30,24712,2021-01-31,55.839165,-164.42417,1,9.04166666666667,39,51,182.05,177497.25,236658,NA,NA,NA,NA,NA,NA,2021-01-30 23:00:00,5551,16424,NA,509,1
"A053",6,24765,2021-02-09,55.235835,-164.944865,3,9.25,50,60,120,119613.19,213637,NA,NA,NA,NA,NA,NA,2021-02-09 01:44:00,5514,16457,NA,509,1
"A291",92,24753,2021-02-12,56.205835,-162.833335,2,17.2916666666667,34,44,55.9,54621.2,70024,NA,NA,NA,NA,NA,NA,2021-02-12 02:35:00,5612,16256,NA,516,1
"A291",168,24753,2021-02-27,56.05333,-164.88667,2,4.79166666666667,40,50,59.1,59079.25,115832,NA,NA,NA,NA,NA,NA,2021-02-27 12:35:00,5605,16452,NA,509,1
"A255",69,24756,2021-02-11,56.141665,-162.933335,2,16.3333333333333,34,44,51.73,47746.81,61019,NA,NA,NA,NA,NA,NA,2021-02-10 22:18:00,5603,16307,NA,516,1
"A282",43,24733,2021-02-09,56.155835,-163.53917,1,7.91666666666667,37,47,164.31,163123.17,198933,NA,NA,NA,NA,NA,NA,2021-02-09 08:45:00,5606,16332,"C54",509,2
"A255",16,24756,2021-02-01,55.333335,-164.508335,2,4.79166666666667,37,55,46.25,42310.62,81628,NA,NA,NA,NA,NA,NA,2021-02-01 10:10:00,5522,16430,NA,509,1
"A255",21,24756,2021-02-02,55.341665,-164.625,2,3.91666666666667,24,55,58.35,57777.43,90271,NA,NA,NA,NA,NA,NA,2021-02-02 01:17:00,5524,16438,NA,509,1
"A045",25,24751,2021-02-02,55.95,-165.013335,1,5.41666666666667,39,51,87.63,84580.07,111298,NA,NA,NA,NA,NA,NA,2021-02-01 22:05:00,5558,16455,NA,517,1
"A045",64,24751,2021-02-15,56.315835,-162.011665,1,11.875,31,43,100.76,97606.68,122009,NA,NA,NA,NA,NA,NA,2021-02-15 01:40:00,5619,16200,"C51",516,2
"A115",61,24712,2021-02-09,56.216665,-163.488335,1,3.16666666666667,29,46,181.37,180121.72,250168,NA,NA,NA,NA,NA,NA,2021-02-09 13:49:00,5614,16325,NA,509,1
"A115",87,24712,2021-02-15,56.228335,-162.560835,1,10.9166666666667,24,39,99.02,91023.76,117975,NA,NA,NA,NA,NA,NA,2021-02-15 07:50:00,5617,16228,NA,516,2
"A041",8,24714,2021-01-27,55.595,-164.8775,1,2.70833333333333,42,54,185.74,184702.24,271609,NA,NA,NA,NA,NA,NA,2021-01-27 05:25:00,5533,16453,NA,509,1
"A091",96,24734,2021-02-23,55.731665,-163.47667,1,8.375,32,44,117.02,112975.9,150656,NA,NA,NA,NA,NA,NA,2021-02-23 01:14:00,5541,16327,NA,509,1
